,0,1
5005,"['$5.00', 'order', 'mint', '(various)', '20oz+', 'hot', 'canada', 'dry', 'citrus', 'berry', 'pinapple']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5006,"['coca', 'suar', 'acai', 'berry']","['O', 'O', 'B-FLA', 'I-FLA']"
5007,"['7.5zcn3x8p', 'limca', 'chamomile', 'breeze', 'egg', 'colat', '16oz1']","['O', 'B-BRA', 'B-FLA', 'O', 'B-FLA', 'O', 'O']"
5008,"['barq&#39s', 'peach', 'mint', 'juice-kimmel', 'nature', 'sprite', 'cointreau', 'type']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
5009,"['pomegra', 'mountian', 'raspberry', 'lemonade', 'alani', 'st']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5010,"['scheppes', 'fantapineapple', 'pumpkin', 'ginerbread']","['O', 'O', 'B-FLA', 'O']"
5011,"['can.', 'srawberry', 'myn']","['O', 'O', 'O']"
5012,"['ten/20', 'apple', 'pie', 'ok', 'big', 'red', '(soft', 'drink)', 'caribbean', 'jerked', 'bold', 'meg']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5013,"['6', 'dtdrpepper', 'tab']","['O', 'O', 'B-BRA']"
5014,"['scratch', 'tumbler', 'maple']","['O', 'O', 'B-FLA']"
5015,"['schepps', '-', 'mountain', 'dew', 'cobbler', 'peach', 'apple', 'baked', 'co.']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
5016,"['cost', 'sunkist', 'guanabana', 'gng', 'livewi', 'hawaiian', 'punch', 'upc']","['O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
5017,"['sodas', 'hazelnut', 'vanilla', 'caramel']","['O', 'B-FLA', 'B-FLA', 'I-FLA']"
5018,"['tomom', ""smucker's"", 'sale', 'almond']","['O', 'O', 'O', 'B-FLA']"
5019,"['gen', 'pie', 'varieties', 'cocacola', 'wide', 'dr', ""brown's"", 'berry', 'kiwi', '1.00']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5020,"['add-on', 'spark', 'sun', 'drop', 'wt']","['O', 'O', 'B-BRA', 'I-BRA', 'O']"
5021,"['ice', 'sprite12oz', 'inca', 'kola', 'alka']","['O', 'O', 'B-BRA', 'I-BRA', 'O']"
5022,"['gls', 'style', 'sodastream', 'razzleberry', 'rt-live']","['O', 'O', 'B-BRA', 'B-FLA', 'O']"
5023,"['black', 'tea', 'cinnamon', 'roll']","['B-FLA', 'I-FLA', 'B-FLA', 'I-FLA']"
5024,"['lebron`s', 'moxie', 'pear', 'mint', 'beve', 'bronx', 'jones', 'soda', 'peanut', 'artois', 'coke20oz']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
5025,"['pr', '-', 'fla', 'sunkist', 'currant', 'black']","['O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
5026,"['2:', 'gingerale20oz', 'sprk', 'absolut', 'alka', 'flavore']","['O', 'O', 'O', 'O', 'O', 'O']"
5027,"['online', '2/$2.79', 'ginger', 'pear', 'saratoga', 'moxie', 'menthol', 'gingle']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
5028,"['splash', 'vanilla', 'caramel', 'in', 'orangina', 'strw']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
5029,"['mkt-diet', 'moxie', 'carnberry', 'toffee']","['O', 'B-BRA', 'O', 'B-FLA']"
5030,"['ibc', 'root', 'beer', '8o', 'dietpeachsnapple', 'fat']","['B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'O']"
5031,"['house', 'fresca', 'down', '20.5oz', 'french', 'toast', 'rachels']","['O', 'B-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
5032,"['mtdw', 'melon', 'various', '16o', 'mug', 'root', 'beer', 'white', 'chocolate', 'oranga', 'lemonadet']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5033,"['sangria', 'señorial', 'lto', 'thro', 'gatorade', 'limequat', 'backbone']","['B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'O']"
5034,"['can.', 'mello', 'yello', 'peppr', 'mdr', 'mr.', 'pibb', 'energy1']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
5035,"['fridge', 'inca', 'kola', 'online', 'enrgy', 'chai', 'tea', 'coca-colaâ®', '20oz+']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5036,"['nehi', '$1', 'squirt', 'pistachio', 'capps']","['B-BRA', 'O', 'B-BRA', 'B-FLA', 'O']"
5037,"['topping', 'green', 'tea', 'nirtoy4', 'bfk']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
5038,"['be', 'sunkist', '6.5floz', 'venom', 'energy', '12.7']","['O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'O']"
5039,"['2', 'cactus', 'cooler', 'sussex', 'golden']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'I-BRA']"
5040,"['sm1', 'boost', 'dr', ""brown's"", 'buttered', 'popcorn', '21oz', 'cannette', 'blue', 'raspberry']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
5041,"['pepsi', 'bitter', 'masking', 'pocari', 'sweat', 'peach', 'mango', '15', 'mas']","['B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5042,"['bear', 'bogo', 'coca-cola', '16o', 'mello', 'yello', 'clove', 'imp-canada']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
5043,"['toffee', 'butter', '+++']","['B-FLA', 'I-FLA', 'O']"
5044,"['light', ""joy's"", 'aquarius', 'mango', 'peach', 'cokecherryvanilla', 'jones', 'soda', 'coconut', 'setlzer']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
5045,"['w/coffee', 'fresh', 'squirt', 'medium', 'barrelhead', 'root', 'beer', 'fountain32oz']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
5046,"['reeds', 'zero*', 'ras', '$club']","['O', 'O', 'O', 'O']"
5047,"['cherry', 'berry', 'risestarwberry', 'ricqlès']","['B-FLA', 'I-FLA', 'O', 'B-BRA']"
5048,"['conc', 'mug', 'root', 'beer', 'pop-in', 'ricqlès', 'butter', 'x']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'O']"
5049,"['venom', 'energy', 'cup~fountain', '18.6oz']","['B-BRA', 'I-BRA', 'O', 'O']"
5050,"['1l', 'ornage', 'lime', 'kaffir', '-original', 'a&w', 'root', 'beer', 'jasmine', 'ten', 'mb']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
5051,"['pe', 'goji', 'berry', '20ptlwm']","['O', 'B-FLA', 'I-FLA', 'O']"
5052,"['pepsi', 'caramel', 'butter']","['B-BRA', 'B-FLA', 'I-FLA']"
5053,"['psu', 'violet', '2015', 'whiskey', 'delaware', 'punch', 'ale2', '1.49']","['O', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O', 'O']"
5054,"['unscannable', 'mtndewmidnight', 'a&w', 'root', 'beer', 'mint', 'peach', 'fit', 'lata', 'sodastream', 'beve']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'O']"
5055,"['g2', 'treatt', 'surge', 'raspberry', 'lemonade', '$2.10', 'dew/']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5056,"['creamy', 'pear', 'fountain!', 'boysenberry', 'bvc-12', 'gd']","['B-FLA', 'I-FLA', 'O', 'B-FLA', 'O', 'O']"
5057,"['bsk', 'dr.brown', 'rico', 'pmo', 'tomom']","['O', 'B-BRA', 'O', 'O', 'O']"
5058,"['upscale', 'frito', 'dite', 'drpeper', 'hydrating']","['O', 'O', 'O', 'O', 'O']"
5059,"['breeze', 'cheerwine', 'barrelhead', 'root', 'beer', 'fre']","['O', 'B-BRA', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
5060,"[""stewart's"", 'fountain', 'classics', 'fruit', 'dragon', 'dite', 'beer20oz', 'white', 'truffle', '16oz.', 'liter']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5061,"['cranber', 'bja', 'key', 'lime', 'bw-na-soda', 'sunkist']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA']"
5062,"['pepper-20oz', 'cold', 'mini', 'cokes']","['O', 'O', 'O', 'O']"
5063,"['barq', '-shamrock', 'cocoa', 'boyland']","['O', 'O', 'O', 'O']"
5064,"['sna', ""barg's"", 'jones', 'soda', 'peach', 'mango', 'ad', 'cactus', 'cooler', 'donut', 'various']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
5065,"['mt.dew', 'lemonade', 'raspberry', 'blueberry', 'pomegranate', 'bvc']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
5066,"['caffe', 'julmust', 'pineapple', 'ginger', 'd&g', 'lilt', 'mountian']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
5067,"['gpld', 'ondemand', 'dr', 'pepper', 'clove', 'calssic']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
5068,"['sac', 'a&w', 'root', 'beer', 'peanut', 'aloe', 'vera']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'B-FLA', 'I-FLA']"
5069,"['mesh-up', 'masking', 'bitter', '16.9', '$2', 'berry', 'mint']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
5070,"['sn', 'mint', 'creamy', 'tonic', 'bl']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
5071,"['cherry-can', 'rc', 'cola', 'celery', 'orignal', 'berry', 'dragon', 'dr.pibb']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
5072,"['rt-butterscotch', 'pepsi', 'plum']","['O', 'B-BRA', 'B-FLA']"
5073,"['32o', 'discount', 'sun', 'drop', 'cashew']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA']"
5074,"['deli', 'wink', 'zero-20oz', 'a&w', 'cream', 'soda', 'apple', 'cider', '-coke', 'cr']","['O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5075,"['abp', 'pomegranate', 'cherry', 'ktl', '/regular', 'mountain', 'dew', 'punch', 'berry', 'creamsoda', '7.5']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5076,"['shirley', 'starllight', 'bvr', 'date', 'grocery']","['O', 'O', 'O', 'B-FLA', 'O']"
5077,"['refills', 'mb', '5.00', 'hickory', 'caf.', 'w/navy']","['O', 'O', 'O', 'B-FLA', 'O', 'O']"
5078,"['alka', 'red', 'bull', 'shop', 'af-20', 'poland']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
5079,"['coke12oz', 'freeze', 'kanjuku', 'breeze', 'sprite', 'burst', 'gingerale1']","['O', 'O', 'O', 'O', 'B-BRA', 'O', 'O']"
5080,"['vs', 'ricqlès', 'ibc', 'root', 'beer', 'key', 'lime', 'pine']","['O', 'B-BRA', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5081,"['rasp.', 'dr', 'pepper', 'caramel', 'vanilla', 'xs', 'agave']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA']"
5082,"['texas', 'dasani', 'butter', 'vanilla', 'scratch', 'cranbe', 'dry-']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
5083,"['brown', 'note']","['B-FLA', 'I-FLA']"
5084,"['black', 'currant', '$1.89', 'sugar', 'cookie', 'blitz', 'jou']","['B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5085,"['gini', 'bogo']","['B-BRA', 'O']"
5086,"['plus', 'caffeine', 'gini', 'extender', 'sweet', '=', 'gogo', 'fever-tree', 'sugar12oz']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
5087,"['fat', 'jones', 'soda', 'glazier', 'jones', 'soda', 'can-diet']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'O']"
5088,"['rise', 'sussex', 'golden', 'cucumber', 'lime', 'surge', 'pumpkin', 'drinkwsp']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'O']"
5089,"['mandarian', 'brandy', 'yell.', 'bbc-', 'stubborn']","['O', 'B-FLA', 'O', 'O', 'O']"
5090,"[""barq's-"", 'hal???s', 'monster', 'energy', 'dragon', 'fruit', 'maple', 'plus']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'O']"
5091,"['irn-bru', 'marshmallow', 'toasted', 'mr.', 'pibb', 'alumininium']","['B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'O']"
5092,"['maui', 'mint', 'pear', 'dw', 'beet', 'irn-bru', 'black', 'tea', 'zevia']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5093,"['xxx', 'hires', 'root', 'beer', 'real', 'coke', 'mint', 'cooling', 'mos']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5094,"['vernors', 'moxie', 'island', 'punch', 'orgnl']","['B-BRA', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5095,"['fantas', 'key', 'lime', 'zcoke', 'zero.', 'lemonadet', 'fever-free']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O', 'O']"
5096,"['orig', 'vernors', 'caramel', 'butter', 'cranbery', 'mimosa', 'type', 'stawberry', 'asado']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5097,"['colata', 'col', 'coca-cola', 'suger', 'splash', 'bawls', 'berry', 'citrus']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
5098,"['soda/water', 'gose', 'lemon-lime', '7.5oz.', 'appletiser', 'carrot', 'refil']","['O', 'O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
5099,"['own', 'inca', 'kola', 'frutas', 'mint', '(various)', 'cf']","['O', 'B-BRA', 'I-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
5100,"['farrah', 'apple', 'cider', 'sodar', 'gus', 'clamato']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
5101,"['orangeade', 'roasberry', 'wink', '$2', 'full', 'throttle', 'brown', 'note']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
5102,"['nehi', 'bt', 'barrelhead', 'root', 'beer']","['B-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA']"
5103,"['rhub', 'otg2.0', 'ml1']","['O', 'O', 'O']"
5104,"['filters', 'jackfruit', 'sltzr', 'ambasa', ""jake's"", 'segrams']","['O', 'B-FLA', 'O', 'B-BRA', 'O', 'O']"
5105,"['zoreo', 'dr.brown', 'rose', '$3.50', 'oregontrail', 'dasani/soda']","['O', 'B-BRA', 'B-FLA', 'O', 'O', 'O']"
5106,"['restaurant', 'restaurant', '8.5fl', 'poppi-watermelon']","['O', 'O', 'O', 'O']"
5107,"['$ginger', 'donut', 'glazed', 'ppr']","['O', 'B-FLA', 'I-FLA', 'O']"
5108,"['coast', 'berry', 'goji', '24floz', 'gini', 'bergamot', 'taste']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
5109,"['soda-dd', 'burnt', 'sugar', 'combo-coke', 'abmc']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
5110,"['sussex', 'golden', 'chinita', 'floats', 'caramelized', 'original', 'vanillia']","['B-BRA', 'I-BRA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
5111,"['bever', 'chrysanthemum']","['O', 'B-FLA']"
5112,"['lata', 'fridge', 'nehi', 'cherry', '(various)', 'yellow', 'cake', ""smucker's""]","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
5113,"['7', 'up', 'berry', 'goji', 'orange-vanilla', 'chocolate', 'mint', '55202']","['B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
5114,"['refills', 'marionberry', 'ambasa', 'bvc-zmtdew']","['O', 'B-FLA', 'B-BRA', 'O']"
5115,"['bvc-diet', 'ale-8-one', 'rhubarb', 'segrams', 'pie', 'pumpkin', 'bvc-sprite']","['O', 'B-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
5116,"['6/pack', 'fanta', 'gingerale/lemonade', '50/50', 'california', 'mt.']","['O', 'B-BRA', 'O', 'B-BRA', 'O', 'O']"
5117,"['mug', 'root', 'beer', 'caramel', 'butter', 'natures']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5118,"['alm', 'cherry/vanilla', 'mello', 'yello', 'spumoni']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA']"
5119,"['genuine', 'graham', 'cinnamon', 'shweppes', 'cane', 'sun', 'drop', 'tomom']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
5120,"['pear', 'wite', 'throwback', 'bb']","['B-FLA', 'O', 'O', 'O']"
5121,"['dsrt', '2.49', 'wink', 'dro', 'lilt', 'pepsi/coke']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'O']"
5122,"['pepsi:', 'gini', 'raspberry', 'lemonade', 'mango', 'tangerine', 'sprite2', 'surgar']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O', 'O']"
5123,"['sunkist', 'mint', 'cooling', ""bvc-zbarq's"", 'pespi', 'jamaican']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
5124,"['s.a.', '2.00.', 'kinnie', 'bundle', 'kinnie', 'pt']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'O']"
5125,"['variety', 'tomato', 'gra', 'deja', 'marg']","['O', 'B-FLA', 'O', 'O', 'O']"
5126,"['cannoli', '$2.99']","['B-FLA', 'O']"
5127,"['real', 'cherry', 'mint', 'ale1']","['O', 'B-FLA', 'I-FLA', 'O']"
5128,"['fountain32oz', 'spri', 'surge', 'cola-pepsi']","['O', 'O', 'B-BRA', 'O']"
5129,"['hecho', 'julebrus', 'mimosa', 'type', '12.7', 'rose', 'caffenie']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'O']"
5130,"['jupina', 'hibiscus', 'various', 'zro', ""seagrams's"", 'creamy', 'pear']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
5131,"['rite', 'beer12oz', 'dri', 'cactus', 'cooler', 'sherbet', 'various']","['O', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
5132,"['sosyo', 'cooki', 'qoo', '22oz']","['B-BRA', 'O', 'B-BRA', 'O']"
5133,"[""bvc-barq's"", 'calssic', 'rockstar', 'energy', 'french', 'toast', 'blend', 'chico-grapefruit']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5134,"['guavai', 'lmn', 'a&w', 'cream', 'soda', 'coconut', 'lime', 'mcl-fountain']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5135,"['kicks', 'orangs', 'lucozade', 'liqueur']","['O', 'O', 'B-BRA', 'O']"
5136,"['pepper-20oz', 'tequila', 'lime', 'orange*', 'Acai']","['O', 'B-FLA', 'I-FLA', 'O', 'B-FLA']"
5137,"[""frida's"", 'orangina', 'aqua', 'glass', ""barq's"", 'chocolate', 'milk', 'refillable']","['O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5138,"[""bev-barg's"", 'toasted', 'marshmallow', 'bottlesprite', 'big', 'red', '(soft', 'drink)', 'honeydew', 'any']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O']"
5139,"['helados', 'macadamia', 'beef', 'curry', 'gingerale1']","['O', 'B-FLA', 'O', 'B-FLA', 'O']"
5140,"['specia', 'eucalyptus', 'berries', '6pack']","['O', 'B-FLA', 'O', 'O']"
5141,"['hammer', ""canfield's"", 'diet', 'chocolate', 'fudge', 'orange', 'code', 'beverage-tumbler', ""canfield's"", 'diet', 'chocolate', 'fudge', 'caramel', 'nutty', 'poppi']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
5142,"['wb', '40', 'jalapeno', 'pepis', 'black', 'currant']","['O', 'O', 'B-FLA', 'O', 'B-FLA', 'I-FLA']"
5143,"['n', 'pa', 'surge', 'mix', 'mountain', 'dew', 'schweppesseltzer']","['O', 'O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'O']"
5144,"['mirinda', 'orange', 'blood', 'fl.oz.', 'mug', 'root', 'beer', '42oz']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
5145,"['mocknorita', 'grap', 'key', 'lime']","['O', 'O', 'B-FLA', 'I-FLA']"
5146,"['orangeade', 'apple', 'pie', 'coconut', 'cream', '@']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
5147,"['watter', 'surge', 'grape', '(various)', 'cokediet', 'canda']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5148,"['dutch', 'mtn', 'kinnie', 'butterscotch', 'drink2']","['O', 'O', 'B-BRA', 'B-FLA', 'O']"
5149,"['molasses', '591m', 'delaware', 'punch', '-uptime', 'oange']","['B-FLA', 'O', 'B-BRA', 'I-BRA', 'O', 'O']"
5150,"['choice', 'jalap', 'coca-cola', 'fresh', 'straw/lemon', 'fresca', 'apricot', 'sac']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'O']"
5151,"['bottles', 'floats', 'english', 'toffee']","['O', 'B-BRA', 'B-FLA', 'I-FLA']"
5152,"['life.', 'yuzu', 'saratoga', 'sosyo', 'macadamia', 'grab']","['O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
5153,"['db', 'ap', 'oronamin', 'c', 'drink', 'honey', 'graham', 'mystery', 'house-made']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
5154,"['vintage', 'watermel', 'oronamin', 'c', 'drink', 'subway']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
5155,"['cokeenergyzero', 'helados', 'mango', 'pineapple', 'voodo', 'shweppes']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
5156,"['fountain!', 'wink', 'stein', 'barr', 'coconut', 'cream', '$2.']","['O', 'B-BRA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5157,"['to', 'smores', 'hostage']","['O', 'B-FLA', 'O']"
5158,"['.355ml', 'inc', 'french', 'vanilla', 'catering']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
5159,"['tab', 'berry', 'wild']","['B-BRA', 'B-FLA', 'I-FLA']"
5160,"['dublin', 'soda/juice', 'ambasa', 'fruit', 'punch', 'orangina', 'mocha']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA']"
5161,"['fountain-juice.k', 'mt.', 'appletiser', 'aquarius', 'brewrite']","['O', 'O', 'B-BRA', 'B-BRA', 'O']"
5162,"['zcanadadry', 'nutmeg', 'raspberry', 'goji', 'izze', 'ornage']","['O', 'B-FLA', 'B-FLA', 'I-FLA', 'O', 'O']"
5163,"['caramel', 'butter', ""snap'd"", 'mkt-dietcherry', 'jasmine', 'sel', 'canad']","['B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'O', 'O']"
5164,"['thro', 'rasperry', 'gift', 'loquat']","['O', 'O', 'O', 'B-FLA']"
5165,"['16.9', 'cap', 'coke', 'punch', 'strawberry', 'cherry/vanilla']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5166,"['restaurant', 'fitz', 'barr', 'cucumber', 'mojito', 'free12oz']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5167,"['online', 'pineapple', 'orange', 'sal', 'diamond', 'cactus', 'cooler', 'bqt']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
5168,"['ambasa', 'anise', 'dogfish', 'mel']","['B-BRA', 'B-FLA', 'O', 'O']"
5169,"['melo', 'fanta', 'fries']","['O', 'B-BRA', 'O']"
5170,"['-can', 'lift', 'punch', 'island', 'products', 'cola-coke', 'tarragon', 'lemon', '+$2']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
5171,"['just', 'mtndewmajormelon', 'punch', 'island', 'bvc-zsnapple', 'california', 'barr', '$coke']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'O']"
5172,"['mandarinorangesparklng', 'crystal', 'sosyo', 'mdew', 'peach', 'mango', '12oz1']","['O', 'O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
5173,"['zero/diet', '$1.89', 'mojito', 'cucumber', 'micro', 'berry', 'wild', 'crisp']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
5174,"['drink', 'game', 'oronamin', 'c', 'drink', 'papaya']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA']"
5175,"['ksk-fountain', 'corn', 'kettle', 'mug', 'root', 'beer', 'vit', 'ar']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O']"
